id	DESeq2_logFC	DESeq2_padj	edgeR_logFC	edgeR_padj	maxPadj	minPadj
FN1	-7.54768380163845	2.45047479838478e-198	-7.47382450050961	1.31364177375343e-108	1.31364177375343e-108	2.45047479838478e-198
GYLTL1B	-10.1927858194955	6.17588903474395e-66	-10.0622204359546	1.34435896166459e-108	6.17588903474395e-66	1.34435896166459e-108
RNF130	-9.83027987292456	6.66749871400016e-57	-9.69266948934129	1.38811001010756e-108	6.66749871400016e-57	1.38811001010756e-108
RAB3B	-7.82620127683527	1.8095032335092e-173	-7.74382896674684	1.61767679297998e-108	1.61767679297998e-108	1.8095032335092e-173
UNC13B	-8.37863711523552	3.80978843950725e-142	-8.29187459583208	2.51692230773975e-108	2.51692230773975e-108	3.80978843950725e-142
IFI44	13.0896495981759	1.9901101951286e-34	13.5587591493355	2.91818345220618e-108	1.9901101951286e-34	2.91818345220618e-108
B2M	6.44821121309314	7.75286874792442e-172	6.50393962351238	4.23596066223608e-108	4.23596066223608e-108	7.75286874792442e-172
CAMKV	-11.7915775112945	3.90541805384637e-29	-11.5203871934259	4.59182518030933e-108	3.90541805384637e-29	4.59182518030933e-108
MFAP2	-12.9662735915316	1.24132209458161e-27	-12.7196935203608	8.50234957378823e-108	1.24132209458161e-27	8.50234957378823e-108
ITGAL	10.1676444488289	1.85107305852239e-82	10.1669226194662	9.60260247827931e-108	1.85107305852239e-82	9.60260247827931e-108
SDC2	-11.0376085857668	7.34045619585876e-37	-10.8283266325839	1.07430350552351e-107	7.34045619585876e-37	1.07430350552351e-107
RFTN1	5.9023459015531	5.02002419088086e-200	5.96316936375284	1.32320484838286e-107	1.32320484838286e-107	5.02002419088086e-200
HLA-DOB	8.11950527728786	2.43113078923925e-124	8.15401028806271	2.85067420450981e-107	2.85067420450981e-107	2.43113078923925e-124
NOTCH3	-10.1357017924695	2.43645967460331e-107	-10.0432931866316	3.03543622122605e-107	3.03543622122605e-107	2.43645967460331e-107
OLFML3	-13.2400308594886	1.69708254927211e-27	-14.1060619519645	6.55911350846837e-107	1.69708254927211e-27	6.55911350846837e-107
FAM124A	-10.7523145612945	5.37028991815988e-36	-10.5313303621652	6.55911350846837e-107	5.37028991815988e-36	6.55911350846837e-107
ANTXR1	-12.1089349807907	8.55725295286515e-25	-11.8615009830749	2.37622740448748e-106	8.55725295286515e-25	2.37622740448748e-106
CD84	12.8860946794983	2.2006138125211e-32	12.6073057472272	7.87758196748014e-106	2.2006138125211e-32	7.87758196748014e-106
BTLA	11.553514512277	4.4015120493877e-46	11.4207100482216	7.92578751823073e-106	4.4015120493877e-46	7.92578751823073e-106
WBSCR17	-11.5059793760586	6.22785754111052e-28	-11.2347197343121	1.39162874264998e-105	6.22785754111052e-28	1.39162874264998e-105
GCET2	7.90610856346915	1.03275599381327e-132	7.96033740431861	1.45189991970501e-105	1.45189991970501e-105	1.03275599381327e-132
DCLK1	-11.2997648905404	1.94774157167693e-27	-11.0180976572515	3.91106658524361e-105	1.94774157167693e-27	3.91106658524361e-105
MPDZ	-11.4632448931117	9.50977707630979e-28	-11.1906048160858	5.39533875571887e-105	9.50977707630979e-28	5.39533875571887e-105
PAG1	8.5132513592151	6.39535722183439e-102	8.54753772055796	6.14155974005926e-105	6.39535722183439e-102	6.14155974005926e-105
RIMS4	-11.5211697632781	3.86020452578825e-28	-11.2450697294993	7.13851768884223e-105	3.86020452578825e-28	7.13851768884223e-105
IL21R	7.74172572948836	3.20894409603714e-126	7.78952736186856	7.17129508623219e-105	7.17129508623219e-105	3.20894409603714e-126
CNTNAP2	-10.7442745142926	5.41093797872032e-45	-10.5685833073202	8.39611367836641e-105	5.41093797872032e-45	8.39611367836641e-105
SYT6	-10.1893266961478	5.02776501261302e-51	-10.024666526776	8.89270485471484e-105	5.02776501261302e-51	8.89270485471484e-105
TRAF1	6.35425118244043	4.85999786464665e-163	6.41342248475899	8.89912292979909e-105	8.89912292979909e-105	4.85999786464665e-163
AP1M2	-11.6261157632588	7.73440129613539e-39	-11.4195358281735	1.23028165262574e-104	7.73440129613539e-39	1.23028165262574e-104
PTPN22	13.2105218874779	1.52950336480881e-34	13.6799766733207	1.995641537812e-104	1.52950336480881e-34	1.995641537812e-104
GPR176	-8.94144623637889	1.33933980805512e-133	-8.86614819389994	2.10270265354792e-104	2.10270265354792e-104	1.33933980805512e-133
GLI2	-11.5168394395935	4.86496308997236e-28	-11.2414772194091	3.66112857485292e-104	4.86496308997236e-28	3.66112857485292e-104
OTX2	-12.908533415111	1.65192515141868e-26	-13.7745904157688	3.95848194780154e-104	1.65192515141868e-26	3.95848194780154e-104
GPR55	10.3723069787168	5.29060072328647e-55	10.3028964580453	4.18185931435742e-104	5.29060072328647e-55	4.18185931435742e-104
CD27	8.49617218137492	1.20518536342718e-103	8.5293517262259	4.90631313565508e-104	1.20518536342718e-103	4.90631313565508e-104
NKAIN1	-11.404056213727	1.60659846368475e-27	-11.1316211174233	2.08850135724334e-103	1.60659846368475e-27	2.08850135724334e-103
C6orf132	-8.88585668414047	3.56775000058322e-93	-8.80439686707049	2.40917666233649e-103	3.56775000058322e-93	2.40917666233649e-103
MEGF10	-9.82145827136112	1.62907796171872e-55	-9.6781025306903	2.74725194683073e-103	1.62907796171872e-55	2.74725194683073e-103
COBL	-9.84021746579622	8.55099154175406e-57	-9.68759510798079	2.90246126342253e-103	8.55099154175406e-57	2.90246126342253e-103
EMID2	-13.476968972679	3.57899004255907e-28	-14.3430036978737	7.74564092990558e-103	3.57899004255907e-28	7.74564092990558e-103
MSI1	-12.9836159685991	1.27854353776187e-26	-13.8494879554935	8.44322302905976e-103	1.27854353776187e-26	8.44322302905976e-103
WSCD1	-10.1625274485424	1.1988069795746e-48	-10.0172385556696	1.16903337206436e-102	1.1988069795746e-48	1.16903337206436e-102
NANOG	-9.7158230940673	8.32488152989843e-55	-9.58546156629302	2.5879686905675e-102	8.32488152989843e-55	2.5879686905675e-102
ITGA6	-7.73362730778761	2.35853534481031e-161	-7.65786233770306	3.37377941008453e-102	3.37377941008453e-102	2.35853534481031e-161
CRABP2	-9.18010820553082	5.72010022896312e-105	-9.09495564564927	3.37377941008453e-102	3.37377941008453e-102	5.72010022896312e-105
SIDT1	9.63530960707099	1.66973404367254e-60	9.57972309504276	4.4669945543673e-102	1.66973404367254e-60	4.4669945543673e-102
NEAT1	5.57970521445174	1.02985477246801e-198	5.638366292123	4.57563262586019e-102	4.57563262586019e-102	1.02985477246801e-198
LAMB2	-9.85290910744107	2.07758937540736e-85	-9.75209067250831	8.00045099260815e-102	2.07758937540736e-85	8.00045099260815e-102
CTGF	-12.3891008802144	1.85860724117082e-25	-12.1416842735943	3.29898277668778e-101	1.85860724117082e-25	3.29898277668778e-101
ZSCAN10	-12.0880765260981	6.76481110145194e-40	-11.8753480963869	4.83377847731251e-101	6.76481110145194e-40	4.83377847731251e-101
GAL	-12.7881166071134	4.58384896805955e-26	-13.6539312783164	5.97337182370966e-101	4.58384896805955e-26	5.97337182370966e-101
PLEKHA5	-10.4635042984018	2.25553207306394e-42	-10.2910191552026	6.70546405879257e-101	2.25553207306394e-42	6.70546405879257e-101
IRX2	-11.8062403788069	8.52734066346305e-24	-11.5590382350642	8.55021973032571e-101	8.52734066346305e-24	8.55021973032571e-101
PTK2B	6.34958964761836	7.8544912191782e-151	6.4101126807455	1.36800200055151e-100	1.36800200055151e-100	7.8544912191782e-151
UNC5D	-12.4296259190828	1.22157306171606e-25	-12.1662340893575	1.63097366183035e-100	1.22157306171606e-25	1.63097366183035e-100
NEO1	-7.35242845969921	2.33451618921513e-164	-7.29024810257791	2.35374326408664e-100	2.35374326408664e-100	2.33451618921513e-164
ARHGEF40	-9.7740769352628	5.95000973199878e-71	-9.6618938583533	2.5277043723098e-100	5.95000973199878e-71	2.5277043723098e-100
GNAO1	-10.4116978557007	2.11980987223053e-41	-10.2474426596513	4.77477309106265e-100	2.11980987223053e-41	4.77477309106265e-100
PRSS8	-10.9840283097157	4.56165348933855e-45	-10.8124584083102	7.51433110335768e-100	4.56165348933855e-45	7.51433110335768e-100
WNK2	-11.768264792271	1.33354749028841e-28	-11.4960227645287	1.18201290512224e-99	1.33354749028841e-28	1.18201290512224e-99
FBN3	-10.6300133590905	5.81139204127494e-65	-10.5036624578902	2.607098913401e-99	5.81139204127494e-65	2.607098913401e-99
LAMP3	9.02979219274648	1.76305763627119e-102	9.0622089017821	2.8878884554663e-99	2.8878884554663e-99	1.76305763627119e-102
KRT19	-10.9965052176962	5.72328964068123e-46	-10.8287197018414	3.73003582593767e-99	5.72328964068123e-46	3.73003582593767e-99
FLJ22184	-10.3509933604947	1.79243537079018e-49	-10.2009525423298	4.09614847325396e-99	1.79243537079018e-49	4.09614847325396e-99
TRAF3IP3	8.24714941687255	5.67842971997123e-103	8.27901070925908	5.46147496753364e-99	5.46147496753364e-99	5.67842971997123e-103
LCP2	7.85446858634805	1.0921353462569e-114	7.88656139598793	5.47450002480108e-99	5.47450002480108e-99	1.0921353462569e-114
PLEKHG4B	-8.80830068661064	1.03100573360989e-80	-8.70614561929411	1.02096002797062e-98	1.03100573360989e-80	1.02096002797062e-98
RND2	-8.71830508487744	6.05648138372202e-114	-8.63602356263204	1.31490771980451e-98	1.31490771980451e-98	6.05648138372202e-114
NLRP1	7.75116597595738	9.19789453112632e-123	7.78965342889439	1.39204284846561e-98	1.39204284846561e-98	9.19789453112632e-123
SAMD9	9.00021030663605	6.10234929080038e-77	8.98038706501141	1.62997746374662e-98	6.10234929080038e-77	1.62997746374662e-98
YAP1	-8.40122989150097	1.3059438575531e-113	-8.3244580217577	1.87268889474778e-98	1.87268889474778e-98	1.3059438575531e-113
DAPP1	10.2314533356561	1.61734704871406e-52	10.158365633497	2.90714636200826e-98	1.61734704871406e-52	2.90714636200826e-98
AXL	-9.23616235948794	8.59286707873916e-73	-9.12505278742383	4.40630106316886e-98	8.59286707873916e-73	4.40630106316886e-98
SLC16A2	-11.7946570118028	1.20689888250675e-23	-11.5475922216785	6.64410912677818e-98	1.20689888250675e-23	6.64410912677818e-98
ZEB1	7.75150005615801	7.84265272139167e-115	7.78497079803121	7.87112848753087e-98	7.87112848753087e-98	7.84265272139167e-115
ASAP3	-8.69476864246978	1.16295269133608e-84	-8.60972714857336	8.38429545772612e-98	1.16295269133608e-84	8.38429545772612e-98
SQRDL	7.70909869959496	1.05232236102401e-115	7.74557827192702	1.71925997112054e-97	1.71925997112054e-97	1.05232236102401e-115
MAL2	-12.3562246796243	3.1663743244544e-25	-12.109215653014	1.73088361707052e-97	3.1663743244544e-25	1.73088361707052e-97
KIF26A	-11.7262131697719	2.49626983573716e-28	-11.4550377072489	1.8272822764005e-97	2.49626983573716e-28	1.8272822764005e-97
CYR61	-8.58557744065672	7.79078994586064e-97	-8.49889202437358	2.14848017786153e-97	7.79078994586064e-97	2.14848017786153e-97
MAP7	-7.25685886874667	7.70115222373237e-166	-7.18823218464614	3.86831154253718e-97	3.86831154253718e-97	7.70115222373237e-166
SMAP2	5.16297992776103	3.37718062744236e-198	5.22200391084025	6.16774889580986e-97	6.16774889580986e-97	3.37718062744236e-198
SERPING1	-11.8421617193242	1.0202190095442e-23	-11.5950017868783	6.37499515561023e-97	1.0202190095442e-23	6.37499515561023e-97
TMEM98	-11.3099862028224	9.85625008072895e-27	-11.0432188409747	7.43026842330534e-97	9.85625008072895e-27	7.43026842330534e-97
TNF	13.3782550387098	1.42055299226215e-34	13.8486851194101	7.89786622342868e-97	1.42055299226215e-34	7.89786622342868e-97
B4GALNT4	-9.56487924485974	2.44067813531876e-70	-9.4479123125507	1.36374758033167e-96	2.44067813531876e-70	1.36374758033167e-96
CYBB	10.0419837109874	9.75524539999959e-65	10.0115442696109	1.67070785557433e-96	9.75524539999959e-65	1.67070785557433e-96
IKZF3	8.06800115515032	8.47727385551398e-100	8.09553851876174	1.96172127706343e-96	1.96172127706343e-96	8.47727385551398e-100
FBLIM1	-8.33585145513784	4.52949277337488e-101	-8.23960726295959	7.88292699172826e-96	7.88292699172826e-96	4.52949277337488e-101
LOC157627	-12.7734220863868	9.41639098568008e-26	-13.6391770351114	8.40477542313883e-96	9.41639098568008e-26	8.40477542313883e-96
IGDCC3	-11.4894830495235	2.46053413766203e-27	-11.2185329839121	1.26676167348384e-95	2.46053413766203e-27	1.26676167348384e-95
LRP1	-7.73498949797889	6.46909897125564e-178	-7.67094565126559	1.40497674129526e-95	1.40497674129526e-95	6.46909897125564e-178
GNG4	-8.91894635087733	1.64938568461639e-92	-8.8056457825445	2.52165870197498e-95	1.64938568461639e-92	2.52165870197498e-95
SELPLG	9.45767777807691	1.23891557524827e-61	9.4212303005993	2.65981774260195e-95	1.23891557524827e-61	2.65981774260195e-95
TACC2	-9.72492157178542	3.44835727122426e-47	-9.56745251230404	2.7762233214854e-95	3.44835727122426e-47	2.7762233214854e-95
CD80	11.3153161535868	8.33997139891012e-50	11.2147248076755	3.97847522715337e-95	8.33997139891012e-50	3.97847522715337e-95
ZNF618	-9.53187492388742	5.74788171884856e-61	-9.38602764488747	6.53445454463106e-95	5.74788171884856e-61	6.53445454463106e-95
EBI3	7.09039650622949	1.98990077994633e-118	7.14621054347405	7.85724800804115e-95	7.85724800804115e-95	1.98990077994633e-118
TUBB3	-8.52373352449057	3.17404526887277e-145	-8.45165598241836	1.147763511362e-94	1.147763511362e-94	3.17404526887277e-145
CACNA1E	5.18137704997281	1.13278008905189e-216	5.24088336452785	1.59862035986602e-94	1.59862035986602e-94	1.13278008905189e-216
TYRO3	-9.33519480805242	4.87665244813487e-86	-9.24114892640176	2.09492369526775e-94	4.87665244813487e-86	2.09492369526775e-94
CALD1	-7.7011879875471	1.88272122867663e-138	-7.63115955975934	5.45026347747477e-94	5.45026347747477e-94	1.88272122867663e-138
OSBPL1A	-9.2961914257047	9.44064342115577e-63	-9.16865755238744	5.56707301082187e-94	9.44064342115577e-63	5.56707301082187e-94
GPC4	-9.04721245421386	1.65027374968703e-130	-8.99167229601296	8.3617510789929e-94	8.3617510789929e-94	1.65027374968703e-130
SMARCA2	5.53483175533358	9.51334057403763e-151	5.59436371218113	9.34897099387175e-94	9.34897099387175e-94	9.51334057403763e-151
IDO1	-8.55184022636661	8.95578384928774e-80	-8.43538037126997	1.12974558882897e-93	8.95578384928774e-80	1.12974558882897e-93
SOX13	-8.34247738959241	5.00013453408068e-123	-8.26284676849044	1.27254510300259e-93	1.27254510300259e-93	5.00013453408068e-123
SERPINE2	-8.78018630250221	1.45460144979973e-69	-8.677363984083	1.94328558566328e-93	1.45460144979973e-69	1.94328558566328e-93
AHRR	6.34987654426775	4.16554088809453e-136	6.40747726246548	7.8112606677669e-93	7.8112606677669e-93	4.16554088809453e-136
FAM131B	-9.33110194393834	9.88251636347302e-57	-9.2010573792797	9.2772630310191e-93	9.88251636347302e-57	9.2772630310191e-93
GLI3	-11.6532134252821	4.30679371253689e-23	-11.4065648340689	1.60529223034493e-92	4.30679371253689e-23	1.60529223034493e-92
MGLL	9.2652120050213	4.61349485030164e-92	9.29984948022629	2.74866313595436e-92	4.61349485030164e-92	2.74866313595436e-92
C17orf87	11.1392151653997	1.81237068723439e-27	10.8620880040729	2.86473592905214e-92	1.81237068723439e-27	2.86473592905214e-92
COL14A1	-10.8252709563721	2.85188092889353e-25	-10.5536656721857	4.12631665867559e-92	2.85188092889353e-25	4.12631665867559e-92
TP53I11	-10.4456795420131	9.77290516673007e-54	-10.3046238372839	4.20996725717505e-92	9.77290516673007e-54	4.20996725717505e-92
IGSF1	-11.0960093295948	9.00004528250167e-26	-10.8296070568985	4.38196568453753e-92	9.00004528250167e-26	4.38196568453753e-92
ANKRD44	7.05847983967807	1.6042706576565e-114	7.1077929741051	4.57377547431943e-92	4.57377547431943e-92	1.6042706576565e-114
BEX1	-11.7349108223906	2.4770464946254e-23	-11.4714472052386	1.65873673591632e-91	2.4770464946254e-23	1.65873673591632e-91
TEK	-10.3152846013423	3.10665681199069e-32	-10.1211176236951	2.75224237499661e-91	3.10665681199069e-32	2.75224237499661e-91
DPYSL5	-11.6813142650024	3.6679055785434e-23	-11.4174116939479	7.36451237764325e-91	3.6679055785434e-23	7.36451237764325e-91
RUNX3	7.35439000955154	1.80278156421334e-113	7.41286810005048	8.68769990948118e-91	8.68769990948118e-91	1.80278156421334e-113
CCDC165	-9.1532407443179	2.74128341564648e-60	-9.03837306606074	1.32073785526794e-90	2.74128341564648e-60	1.32073785526794e-90
SEZ6L2	-10.2652317303224	2.16360970212925e-53	-10.1274998041126	1.83189130102875e-90	2.16360970212925e-53	1.83189130102875e-90
IGJ	14.4986481556451	4.1870318075024e-38	14.9650287586764	2.05194009733859e-90	4.1870318075024e-38	2.05194009733859e-90
APOL3	9.13728085582272	1.26953970923182e-71	9.13488795555731	2.46106456576228e-90	1.26953970923182e-71	2.46106456576228e-90
GRID2	-10.5856362045916	4.8173196316424e-42	-10.4146502179321	4.73186336515695e-90	4.8173196316424e-42	4.73186336515695e-90
CD37	7.69276128138336	1.03807905205853e-102	7.74881722322207	7.23812213602915e-90	7.23812213602915e-90	1.03807905205853e-102
MPP2	-7.63430717969522	9.65061324078445e-107	-7.55355428464495	1.17851924525576e-89	1.17851924525576e-89	9.65061324078445e-107
PLEKHA2	6.11761594567707	9.457142267915e-122	6.1714954328727	1.35697411685523e-89	1.35697411685523e-89	9.457142267915e-122
APOBEC3G	6.51580947306518	8.93277210252104e-113	6.56849813227809	1.47029859407396e-89	1.47029859407396e-89	8.93277210252104e-113
FLT1	-6.68485383306804	3.99845607273211e-160	-6.61937972175071	1.83844781016346e-89	1.83844781016346e-89	3.99845607273211e-160
LDB2	-12.5070253632994	8.71537190253037e-25	-13.3731025564687	6.03773799525902e-89	8.71537190253037e-25	6.03773799525902e-89
KIAA1522	-7.03263988016258	3.11966202406907e-143	-6.96697869888326	9.2072054489124e-89	9.2072054489124e-89	3.11966202406907e-143
FNBP1L	-8.55003590046063	2.97790349739359e-106	-8.47172081382889	1.01708666663124e-88	1.01708666663124e-88	2.97790349739359e-106
TIFA	5.93733871335533	2.73207869459693e-122	5.99202376698403	1.37204704063145e-88	1.37204704063145e-88	2.73207869459693e-122
PTK7	-7.62549742696511	8.25748109332574e-136	-7.55558116046453	2.63734255212955e-88	2.63734255212955e-88	8.25748109332574e-136
HTR7	-11.4542371584915	1.89550748402378e-22	-11.1893370303884	3.30939479957524e-88	1.89550748402378e-22	3.30939479957524e-88
ITGB2	8.23359203253445	2.28002132916956e-95	8.28191865562034	7.91219985854144e-88	7.91219985854144e-88	2.28002132916956e-95
EFS	-9.92053052230378	8.58321407809565e-44	-9.77312299349468	1.02319119734558e-87	8.58321407809565e-44	1.02319119734558e-87
FAT3	-9.21980848628734	6.45912453379953e-49	-9.08996888932117	1.3701025886016e-87	6.45912453379953e-49	1.3701025886016e-87
SEMA5B	-8.92328323717512	9.35686072860947e-65	-8.81995614132098	1.78366605837401e-87	9.35686072860947e-65	1.78366605837401e-87
WASF3	-7.88213704365007	6.30090057729063e-99	-7.81758008916734	2.201589760469e-87	2.201589760469e-87	6.30090057729063e-99
WIPF1	4.93522673562055	7.61745216471189e-175	4.99460710704001	2.24785751668167e-87	2.24785751668167e-87	7.61745216471189e-175
HIF3A	-10.7994695844998	5.29851970693177e-25	-10.5175358579109	2.46034557947913e-87	5.29851970693177e-25	2.46034557947913e-87
DOCK10	6.08235609645056	3.0663588509229e-120	6.13686402735439	2.47932961215618e-87	2.47932961215618e-87	3.0663588509229e-120
TRIM4	10.6473738708979	1.10839515441783e-32	10.4573305952026	3.42551793456144e-87	1.10839515441783e-32	3.42551793456144e-87
ZIC5	-11.1140282640365	1.09539652728053e-25	-10.8417031745821	3.59291530001939e-87	1.09539652728053e-25	3.59291530001939e-87
DUSP2	4.90589433966435	3.72596602771856e-200	4.96709034616019	3.76130736007097e-87	3.76130736007097e-87	3.72596602771856e-200
